Id,rdf_label,rdf_type,brick_hasUnit,EBO_path,brick_isPartOf,brick_isPointOf,brick_hasLocation,brick_isFedBy
F-T-42-FSPR-001,F-T-42-FSPR-001,ext:Fire_Sprinkler,,,,,L42,
F-T-42-FSPR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-42-FSPR-001_Alarm//Value,,F-T-42-FSPR-001,,
F-T-43-FDETR-001,F-T-43-FDETR-001,brick:Fire_Sensor,,,,,L43,
F-T-43-FDETR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-43-FDETR-001_Alarm//Value,,F-T-43-FDETR-001,,
F-T-43-FSPR-001,F-T-43-FSPR-001,ext:Fire_Sprinkler,,,,,L43,
F-T-43-FSPR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-43-FSPR-001_Alarm//Value,,F-T-43-FSPR-001,,
F-T-44-FDETR-001,F-T-44-FDETR-001,brick:Fire_Sensor,,,,,L44,
F-T-44-FDETR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-44-FDETR-001_Alarm//Value,,F-T-44-FDETR-001,,
F-T-44-FSPR-001,F-T-44-FSPR-001,ext:Fire_Sprinkler,,,,,L44,
F-T-44-FSPR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-44-FSPR-001_Alarm//Value,,F-T-44-FSPR-001,,
F-T-45-FDETR-001,F-T-45-FDETR-001,brick:Fire_Sensor,,,,,L45,
F-T-45-FDETR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-45-FDETR-001_Alarm//Value,,F-T-45-FDETR-001,,
F-T-45-FSPR-001,F-T-45-FSPR-001,ext:Fire_Sprinkler,,,,,L45,
F-T-45-FSPR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-45-FSPR-001_Alarm//Value,,F-T-45-FSPR-001,,
F-T-46-FDETR-001,F-T-46-FDETR-001,brick:Fire_Sensor,,,,,L46,
F-T-46-FDETR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-46-FDETR-001_Alarm//Value,,F-T-46-FDETR-001,,
F-T-46-FSPR-001,F-T-46-FSPR-001,ext:Fire_Sprinkler,,,,,L46,
F-T-46-FSPR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-46-FSPR-001_Alarm//Value,,F-T-46-FSPR-001,,
F-T-47-FDETR-001,F-T-47-FDETR-001,brick:Fire_Sensor,,,,,L47,
F-T-47-FDETR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-47-FDETR-001_Alarm//Value,,F-T-47-FDETR-001,,
F-T-47-FSPR-001,F-T-47-FSPR-001,ext:Fire_Sprinkler,,,,,L47,
F-T-47-FSPR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-47-FSPR-001_Alarm//Value,,F-T-47-FSPR-001,,
F-T-48-FDETR-001,F-T-48-FDETR-001,brick:Fire_Sensor,,,,,L48,
F-T-48-FDETR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-48-FDETR-001_Alarm//Value,,F-T-48-FDETR-001,,
F-T-48-FSPR-001,F-T-48-FSPR-001,ext:Fire_Sprinkler,,,,,L48,
F-T-48-FSPR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-48-FSPR-001_Alarm//Value,,F-T-48-FSPR-001,,
F-T-49-FDETR-001,F-T-49-FDETR-001,brick:Fire_Sensor,,,,,L49,
F-T-49-FDETR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-49-FDETR-001_Alarm//Value,,F-T-49-FDETR-001,,
F-T-49-FSPR-001,F-T-49-FSPR-001,ext:Fire_Sprinkler,,,,,L49,
F-T-49-FSPR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-49-FSPR-001_Alarm//Value,,F-T-49-FSPR-001,,
F-T-50-FDETR-001,F-T-50-FDETR-001,brick:Fire_Sensor,,,,,L50,
F-T-50-FDETR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-50-FDETR-001_Alarm//Value,,F-T-50-FDETR-001,,
F-T-50-FSPR-001,F-T-50-FSPR-001,ext:Fire_Sprinkler,,,,,L50,
F-T-50-FSPR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-50-FSPR-001_Alarm//Value,,F-T-50-FSPR-001,,
F-T-51-FDETR-001,F-T-51-FDETR-001,brick:Fire_Sensor,,,,,L51,
F-T-51-FDETR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-51-FDETR-001_Alarm//Value,,F-T-51-FDETR-001,,
F-T-51-FSPR-001,F-T-51-FSPR-001,ext:Fire_Sprinkler,,,,,L51,
F-T-51-FSPR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-51-FSPR-001_Alarm//Value,,F-T-51-FSPR-001,,
F-T-52-FDETR-001,F-T-52-FDETR-001,brick:Fire_Sensor,,,,,L52,
F-T-52-FDETR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-52-FDETR-001_Alarm//Value,,F-T-52-FDETR-001,,
F-T-52-FSPR-001,F-T-52-FSPR-001,ext:Fire_Sprinkler,,,,,L52,
F-T-52-FSPR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-52-FSPR-001_Alarm//Value,,F-T-52-FSPR-001,,
F-T-53-FDETR-001,F-T-53-FDETR-001,brick:Fire_Sensor,,,,,L53,
F-T-53-FDETR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-53-FDETR-001_Alarm//Value,,F-T-53-FDETR-001,,
F-T-53-FSPR-001,F-T-53-FSPR-001,ext:Fire_Sprinkler,,,,,L53,
F-T-53-FSPR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-53-FSPR-001_Alarm//Value,,F-T-53-FSPR-001,,
F-T-54-AJP-003,F-T-54-AJP-003,ext:Jacking_Pump,,,,,L54,
F-T-54-AJP-003_Fault,Fault,brick:Fault_Status,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-54-AJP-003_Fault//Value,,F-T-54-AJP-003,,
F-T-54-AJP-003_Run,Run,brick:Run_Status,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-54-AJP-003_Run//Value,,F-T-54-AJP-003,,
F-T-54-AJP-004,F-T-54-AJP-004,ext:Jacking_Pump,,,,,L54,
F-T-54-AJP-004_Fault,Fault,brick:Fault_Status,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-54-AJP-004_Fault//Value,,F-T-54-AJP-004,,
F-T-54-AJP-004_Run,Run,brick:Run_Status,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-54-AJP-004_Run//Value,,F-T-54-AJP-004,,
F-T-54-DIEP-003,F-T-B3-DIEP-003,ext:Diesel_Fire_Pump,,,,,L54,
F-T-54-DIEP-003_Fault,Fault,brick:Fault_Status,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-54-DIEP-003_Fault//Value,,F-T-54-DIEP-003,,
F-T-54-DIEP-003_Run,Run,brick:Run_Status,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-54-DIEP-003_Run//Value,,F-T-54-DIEP-003,,
F-T-54-DIEP-004,F-T-B3-DIEP-004,ext:Diesel_Fire_Pump,,,,,L54,
F-T-54-DIEP-004_Fault,Fault,brick:Fault_Status,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-54-DIEP-004_Fault//Value,,F-T-54-DIEP-004,,
F-T-54-DIEP-004_Run,Run,brick:Run_Status,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-54-DIEP-004_Run//Value,,F-T-54-DIEP-004,,
F-T-54-FDETR-001,F-T-54-FDETR-001,brick:Fire_Sensor,,,,,L54,
F-T-54-FDETR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-54-FDETR-001_Alarm//Value,,F-T-54-FDETR-001,,
F-T-54-FSPR-001,F-T-54-FSPR-001,ext:Fire_Sprinkler,,,,,L54,
F-T-54-FSPR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-54-FSPR-001_Alarm//Value,,F-T-54-FSPR-001,,
F-T-54-FSPRTNK-001,F-T-54-FSPRTNK-001,ext:Fire_Water_Tank,,,,,,
F-T-54-FSPRTNK-001_HighLevel,High Water Level Alarm,brick:Max_Water_Level_Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-54-FSPRTNK-001_HighLevel//Value,,F-T-54-FSPRTNK-001,,
F-T-54-FSPRTNK-001_LowLevel,Low Water Level Alarm,brick:Min_Water_Level_Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-54-FSPRTNK-001_LowLevel//Value,,F-T-54-FSPRTNK-001,,
F-T-54-FSPRTNK-002,F-T-54-FSPRTNK-002,ext:Fire_Water_Tank,,,,,L54,
F-T-54-FSPRTNK-002_HighLevel,High Water Level Alarm,brick:Max_Water_Level_Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-54-FSPRTNK-002_HighLevel//Value,,F-T-54-FSPRTNK-002,,
F-T-54-FSPRTNK-002_LowLevel,Low Water Level Alarm,brick:Min_Water_Level_Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-54-FSPRTNK-002_LowLevel//Value,,F-T-54-FSPRTNK-002,,
F-T-55-FDETR-001,F-T-55-FDETR-001,brick:Fire_Sensor,,,,,L55,
F-T-55-FDETR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-55-FDETR-001_Alarm//Value,,F-T-55-FDETR-001,,
F-T-55-FSPR-001,F-T-55-FSPR-001,ext:Fire_Sprinkler,,,,,L55,
F-T-55-FSPR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-55-FSPR-001_Alarm//Value,,F-T-55-FSPR-001,,
F-T-55M-FDETR-001,F-T-55M-FDETR-001,brick:Fire_Sensor,,,,,L55M,
F-T-55M-FDETR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-55M-FDETR-001_Alarm//Value,,F-T-55M-FDETR-001,,
F-T-55M-FSPR-001,F-T-55M-FSPR-001,ext:Fire_Sprinkler,,,,,L55M,
F-T-55M-FSPR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-55M-FSPR-001_Alarm//Value,,F-T-55M-FSPR-001,,
F-T-B1-FDETR-001,F-T-B1-FDETR-001,brick:Fire_Sensor,,,,,LB1,
F-T-B1-FDETR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-B1-FDETR-001_Alarm//Value,,F-T-B1-FDETR-001,,
F-T-B1-FSPR-001,F-T-B1-FSPR-001,ext:Fire_Sprinkler,,,,,LB1,
F-T-B1-FSPR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-B1-FSPR-001_Alarm//Value,,F-T-B1-FSPR-001,,
F-T-B1M-FDETR-001,F-T-B1M-FDETR-001,brick:Fire_Sensor,,,,,LB1M,
F-T-B1M-FDETR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-B1M-FDETR-001_Alarm//Value,,F-T-B1M-FDETR-001,,
F-T-B1M-FSPR-001,F-T-B1M-FSPR-001,ext:Fire_Sprinkler,,,,,LB1M,
F-T-B1M-FSPR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-B1M-FSPR-001_Alarm//Value,,F-T-B1M-FSPR-001,,
F-T-B2-FDETR-001,F-T-B2-FDETR-001,brick:Fire_Sensor,,,,,LB2,
F-T-B2-FDETR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-B2-FDETR-001_Alarm//Value,,F-T-B2-FDETR-001,,
F-T-B2-FSPR-001,F-T-B2-FSPR-001,ext:Fire_Sprinkler,,,,,LB2,
F-T-B2-FSPR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-B2-FSPR-001_Alarm//Value,,F-T-B2-FSPR-001,,
F-T-B3-AJP-001,F-T-B3-AJP-001,ext:Jacking_Pump,,,,,LB3,
F-T-B3-AJP-001_Fault,Fault,brick:Fault_Status,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-B3-AJP-001_Fault//Value,,F-T-B3-AJP-001,,
F-T-B3-AJP-001_Run,Run,brick:Run_Status,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-B3-AJP-001_Run//Value,,F-T-B3-AJP-001,,
F-T-B3-AJP-002,F-T-54-AJP-002,ext:Jacking_Pump,,,,,LB3,
F-T-B3-AJP-002_Fault,Fault,brick:Fault_Status,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-B3-AJP-002_Fault//Value,,F-T-B3-AJP-002,,
F-T-B3-AJP-002_Run,Run,brick:Run_Status,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-B3-AJP-002_Run//Value,,F-T-B3-AJP-002,,
F-T-B3-DIEP-001,F-T-B3-DIEP-001,ext:Diesel_Fire_Pump,,,,,LB3,
F-T-B3-DIEP-001_Fault,Fault,brick:Fault_Status,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-B3-DIEP-001_Fault//Value,,F-T-B3-DIEP-001,,
F-T-B3-DIEP-001_Run,Run,brick:Run_Status,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-B3-DIEP-001_Run//Value,,F-T-B3-DIEP-001,,
F-T-B3-DIEP-002,F-T-B3-DIEP-002,ext:Diesel_Fire_Pump,,,,,LB3,
F-T-B3-DIEP-002_Fault,Fault,brick:Fault_Status,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-B3-DIEP-002_Fault//Value,,F-T-B3-DIEP-002,,
F-T-B3-DIEP-002_Run,Run,brick:Run_Status,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-B3-DIEP-002_Run//Value,,F-T-B3-DIEP-002,,
F-T-B3-FDETR-001,F-T-B3-FDETR-001,brick:Fire_Sensor,,,,,LB3,
F-T-B3-FDETR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-B3-FDETR-001_Alarm//Value,,F-T-B3-FDETR-001,,
F-T-B3-FSPR-001,F-T-B3-FSPR-001,ext:Fire_Sprinkler,,,,,LB3,
F-T-B3-FSPR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-B3-FSPR-001_Alarm//Value,,F-T-B3-FSPR-001,,
F-T-B3-FSPRTNK-001,F-T-B3-FSPRTNK-001,ext:Fire_Water_Tank,,,,,LB3,
F-T-B3-FSPRTNK-001_HighLevel,High Water Level Alarm,brick:Max_Water_Level_Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-B3-FSPRTNK-001_HighLevel//Value,,F-T-B3-FSPRTNK-001,,
F-T-B3-FSPRTNK-001_LowLevel,Low Water Level Alarm,brick:Min_Water_Level_Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-B3-FSPRTNK-001_LowLevel//Value,,F-T-B3-FSPRTNK-001,,
F-T-B3-FSPRTNK-002,F-T-B3-FSPRTNK-002,ext:Fire_Water_Tank,,,,,LB3,
F-T-B3-FSPRTNK-002_HighLevel,High Water Level Alarm,brick:Max_Water_Level_Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-B3-FSPRTNK-002_HighLevel//Value,,F-T-B3-FSPRTNK-002,,
F-T-B3-FSPRTNK-002_LowLevel,Low Water Level Alarm,brick:Min_Water_Level_Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-B3-FSPRTNK-002_LowLevel//Value,,F-T-B3-FSPRTNK-002,,
F-T-LG-EWIS-001,F-T-LG-EWIS-001,ext:Emergency_Warning_Intercommunication_System,,,,,LLG,
F-T-LG-EWIS-001_GeneralAlarm,General Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-LG-EWIS-001_GeneralAlarm//Value,,F-T-LG-EWIS-001,,
F-T-LG-EWIS-001_GeneralFault,General Fault,brick:Fault_Status,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-LG-EWIS-001_GeneralFault//Value,,F-T-LG-EWIS-001,,
F-T-LG-EWIS-001_GeneralIsolate,General Isolate,ext:Isolate_Status,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-LG-EWIS-001_GeneralIsolate//Value,,F-T-LG-EWIS-001,,
F-T-LG-FDETR-001,F-T-LG-FDETR-001,brick:Fire_Sensor,,,,,LLG,
F-T-LG-FDETR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-LG-FDETR-001_Alarm//Value,,F-T-LG-FDETR-001,,
F-T-LG-FIP-001,F-T-LG-FIP-001,brick:Fire_Control_Panel,,,,,LLG,
F-T-LG-FIP-001_GeneralFault,General Fault,brick:Fault_Status,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-LG-FIP-001_GeneralFault//Value,,F-T-LG-FIP-001,,
F-T-LG-FIP-001_GeneralIsolate,General Isolate,ext:Isolate_Status,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-LG-FIP-001_GeneralIsolate//Value,,F-T-LG-FIP-001,,
F-T-LG-FSPR-001,F-T-LG-FSPR-001,ext:Fire_Sprinkler,,,,,LLG,
F-T-LG-FSPR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-LG-FSPR-001_Alarm//Value,,F-T-LG-FSPR-001,,
F-T-UG-FDETR-001,F-T-UG-FDETR-001,brick:Fire_Sensor,,,,,LUG,
F-T-UG-FDETR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-UG-FDETR-001_Alarm//Value,,F-T-UG-FDETR-001,,
F-T-UG-FSPR-001,F-T-UG-FSPR-001,ext:Fire_Sprinkler,,,,,LUG,
F-T-UG-FSPR-001_Alarm,Common Alarm,brick:Alarm,,/EB-T-B1-UACPCFES-001/Fire/Modbus TCP Network/F-T-LG-FCP-001/F-T-UG-FSPR-001_Alarm//Value,,F-T-UG-FSPR-001,,
